Age,Own.Home,Sex,Children,Income,Smallest.Gift,Largest.Gift,Current.Gift,Other.Gifts,Time.Between.Gifts
65,U,M,0,4,100,100,0,0,6
50,H,F,0,4,5,18,0,0,4
38,H,F,0,5,5,25,0,1,2
56,U,M,0,1,10,15,0,0,10
61,H,F,0,5,10,20,0,1,22
87,U,F,0,1,5,15,0,15,10
37,U,M,0,1,5,20,0,0,7
32,H,M,0,1,20,20,0,0,9
66,U,M,0,7,5,10,0,0,2
75,H,F,0,1,3,19,0,16,17
64,U,F,0,1,20,20,0,0,1
56,H,F,0,5,2,8,0,12,9
45,H,F,1,7,5,15,0,12,14
67,H,F,0,4,10,30,0,0,12
73,H,M,0,3,3,20,0,3,2
78,U,M,0,2,2,10,0,0,3
79,H,F,0,1,2,6,0,0,6
64,H,M,0,2,10,26,0,1,8
70,U,M,0,3,5,20,0,9,4
31,U,F,0,1,3,17,0,0,5
76,H,F,0,7,15,38,0,0,24
44,H,M,0,1,3,16,0,0,1
50,H,F,0,4,3,7,0,0,9
83,U,F,0,1,3,8,0,1,5
57,U,M,0,1,5,20,0,0,5
79,H,M,0,5,15,15,0,7,3
79,H,F,0,7,5,15,0,6,7
34,H,M,0,4,10,15,0,0,5
54,H,F,0,3,15,15,0,0,8
63,H,M,0,6,5,25,0,6,5
72,H,F,1,5,10,15,0,0,23
29,U,F,1,3,20,20,0,1,9
92,H,M,0,5,5,27,0,0,5
55,H,F,0,4,25,50,0,0,2
63,H,F,0,3,5,15,0,12,7
36,U,F,0,1,20,20,0,0,2
73,H,M,0,2,3,50,0,0,4
65,H,M,0,1,3,5,0,0,9
45,H,F,0,5,20,20,0,0,2
51,H,F,0,1,10,29,0,0,11
43,U,M,0,1,5,15,0,0,24
66,U,M,0,2,10,20,0,4,9
67,H,M,1,4,5,14,0,1,6
76,H,F,0,1,5,10,0,41,7
66,H,F,0,7,2,20,0,2,24
77,H,M,0,3,3,15,0,0,8
33,U,M,0,1,15,15,0,0,20
32,H,M,3,1,8,20,0,1,16
84,H,M,0,1,2,10,0,19,6
70,U,F,0,1,4,20,0,0,5
62,H,M,0,1,5,20,0,0,3
78,H,F,0,5,12,17,0,7,0
66,H,F,0,1,15,15,0,0,9
60,H,F,0,5,3,20,0,0,3
70,H,F,0,5,2,16,0,0,2
59,U,M,0,2,5,60,0,0,3
63,U,F,0,3,5,20,0,3,7
40,H,F,0,7,2,20,0,5,2
63,U,F,0,1,15,21,0,5,8
73,U,F,0,7,25,25,0,0,3
85,H,F,0,1,5,15,0,7,6
64,H,F,0,7,1,7,0,0,5
76,H,M,0,2,20,20,0,2,11
60,H,M,0,4,25,25,0,0,3
70,H,F,0,3,5,10,0,0,11
76,H,M,0,5,10,15,0,65,15
59,H,M,0,4,20,45,0,0,7
49,H,F,0,2,10,20,0,0,3
46,U,M,0,1,5,10,0,0,11
76,U,M,0,1,10,16,0,0,11
63,H,M,0,6,5,13,0,1,9
53,H,M,0,4,5,22,0,7,8
79,H,M,0,6,15,15,0,1,4
66,H,F,0,7,10,20,0,3,15
52,H,F,0,4,5,25,0,0,19
71,H,F,0,1,5,25,0,4,3
26,U,F,0,2,3,15,0,0,12
49,H,M,0,5,5,14,0,1,10
75,U,M,0,2,15,30,0,17,8
36,H,F,0,4,5,15,0,0,1
65,H,F,0,4,6,25,0,1,1
75,H,F,1,2,5,20,0,10,1
41,U,M,0,2,3,15,0,0,5
46,H,M,2,5,20,20,0,0,6
63,H,F,0,1,3,10,0,0,7
86,U,M,0,7,10,25,0,22,6
76,H,M,0,1,7.65,10,0,0,12
52,H,M,0,6,5,25,0,0,12
68,H,F,0,2,5,13,0,0,7
60,H,M,0,5,5,15,0,1,3
39,H,M,0,7,20,25,0,5,5
41,U,M,0,1,50,102,0,0,5
50,H,M,0,6,10,25,0,0,22
61,H,M,5,3,5,8,0,0,5
37,H,F,3,6,10,15,0,3,3
83,H,F,0,4,5,27,0,28,11
63,U,F,0,1,3,12,0,0,6
52,H,F,0,3,20,20,0,32,5
91,U,F,0,1,5,15,0,0,1
52,H,M,2,5,5,18,0,4,2
31,H,F,1,3,5,15,0,2,4
72,H,F,0,5,5,30,0,16,8
42,H,M,1,4,25,25,0,1,5
92,U,F,0,1,5,15,0,5,12
57,H,F,0,1,10,17,0,0,6
70,H,M,0,3,9,16,0,0,3
42,H,M,1,4,5,20,0,5,12
90,U,M,0,2,3,12,0,4,7
72,H,F,0,1,5,15,0,1,3
70,U,F,0,6,20,20,0,6,8
62,U,M,0,2,10,20,0,0,4
81,H,M,0,5,5,17,0,2,1
52,H,F,2,7,10,20,0,0,12
72,U,F,0,4,5,11,0,0,6
59,H,F,0,5,5,10,0,3,3
69,H,F,0,2,3,11,0,2,5
70,H,F,0,2,6,26,0,0,7
53,H,M,0,1,10,20,0,0,8
66,H,F,1,1,5,20,0,0,7
75,H,F,0,4,3,20,0,16,7
69,U,F,0,1,5,25,0,0,8
50,U,M,0,4,5,11,0,0,3
78,H,M,0,5,2,7,0,2,9
67,U,M,0,1,25,30,0,0,1
78,H,F,0,4,5,17,0,2,13
56,H,M,0,7,3,14,0,0,14
54,H,M,0,5,15,15,0,0,3
54,H,F,0,6,3,16,0,2,3
59,U,F,1,4,5,21,0,0,5
44,U,M,0,2,6,16,0,0,2
60,H,F,0,1,10,17,0,0,3
87,H,M,0,4,3,12,0,0,8
54,H,F,3,4,5,15,0,0,3
66,H,M,0,1,3,10,0,0,4
59,U,F,0,1,3,25,0,0,20
63,U,M,0,2,5,15,0,0,12
56,H,F,0,5,5,25,0,3,11
58,H,M,0,3,20,20,0,0,3
34,H,F,4,5,10,20,0,3,62
84,H,F,0,1,5,10,0,0,1
94,H,M,2,3,10,25,0,2,13
62,H,M,2,7,15,15,0,0,8
62,H,M,0,5,25,30,0,0,8
80,H,F,0,7,5,60,0,0,12
78,H,M,0,7,4,13,0,4,3
44,H,M,2,4,25,25,0,0,10
44,H,M,4,3,5,30,0,0,8
48,H,F,0,1,3,20,0,0,25
68,H,F,1,6,5,14,0,1,4
60,H,M,0,2,3,11,0,2,20
37,U,F,0,2,5,39,0,1,11
65,U,M,0,4,1,10,0,1,12
50,H,F,0,4,3,7,0,45,3
36,H,M,5,4,3,25,0,1,9
56,H,M,0,1,15,15,0,0,7
40,U,F,0,1,3,26,0,0,16
73,U,M,1,2,3,15,0,0,8
24,H,M,0,7,5,20,0,17,5
44,H,M,4,5,5,15,0,2,9
64,H,F,1,5,2,10,0,0,11
47,H,F,0,4,3,17,0,21,10
53,U,M,0,5,20,20,0,1,4
51,H,M,0,5,5,20,0,3,8
74,H,M,0,5,2,6,0,6,15
62,H,M,0,5,10,19,0,2,4
78,U,F,0,2,18,18,0,7,11
77,H,F,0,3,3,15,0,1,4
30,H,F,1,5,2,14,0,3,5
66,H,M,0,5,3,15,0,3,9
58,U,F,0,1,10,16,0,0,6
54,H,F,0,2,15,15,0,10,10
32,H,F,2,3,6,23,0,0,1
58,H,F,0,2,10,12,0,2,3
94,U,F,0,1,3,25,0,0,7
62,H,M,0,2,5,15,0,0,9
42,H,F,1,7,10,20,0,0,15
76,H,F,0,1,15,25,0,1,17
50,H,F,0,1,5,15,0,0,4
80,H,F,0,1,2,6,0,5,12
57,H,F,0,4,3,15,0,2,21
42,U,F,0,1,5,15,0,0,10
48,H,F,2,3,5,10,0,5,2
83,H,M,0,2,5,20,0,5,14
71,H,F,0,3,20,25,0,0,8
48,U,F,0,7,15,25,0,7,3
66,H,M,0,6,25,25,0,10,9
86,H,F,0,1,5,15,0,0,2
56,H,M,0,4,20,20,0,0,0
73,H,M,0,1,20,35,0,0,5
68,U,F,1,5,10,15,0,1,7
59,H,M,0,1,5,15,0,0,9
49,U,M,0,1,10,25,0,0,2
76,H,M,0,5,5,25,0,5,5
83,H,F,0,1,5,25,0,0,6
34,H,M,2,6,5,20,0,0,6
90,H,M,0,2,15,20,0,2,5
70,H,M,0,1,3,20,0,0,7
51,U,F,0,1,5,12,0,0,16
58,H,F,1,6,5,16,0,0,4
30,H,F,1,5,10,15,0,17,4
44,H,M,1,6,5,20,0,0,11
30,H,M,1,5,5,10,0,1,6
58,H,F,0,4,3,13,0,0,1
68,H,F,0,6,2,14,0,0,1
48,H,F,0,6,20,20,0,0,1
80,U,F,0,1,3,20,0,0,13
60,U,M,0,1,5,15,0,0,7
89,H,M,0,4,1,15,0,6,14
59,U,M,0,3,5,15,0,0,12
43,U,M,0,1,4,20,0,0,1
60,H,F,0,4,3,11,0,0,2
74,H,F,0,1,4,12,0,0,5
72,U,F,0,3,5,15,0,0,3
70,H,M,0,4,1,10,0,1,5
47,U,F,0,1,5,15,0,0,12
30,H,M,0,4,5,15,0,5,11
92,H,F,0,2,5,15,0,2,5
81,H,F,0,1,10,16,0,0,11
32,H,M,0,6,6,20,0,1,5
59,H,M,0,1,3,15,0,1,5
44,U,F,0,2,15,15,0,0,11
70,U,M,0,3,3,10,0,18,2
50,H,M,0,7,5,100,0,0,9
55,U,M,0,1,10,20,0,0,6
84,H,M,0,5,10,30,0,0,12
78,H,M,0,2,5,17,0,4,5
30,H,F,1,4,5,20,0,0,6
62,U,F,0,1,3,15,0,0,3
88,H,M,0,7,5,10,0,5,13
96,H,M,0,3,5,15,0,0,5
84,H,M,0,5,5,10,0,0,8
79,H,F,0,1,5,12,0,4,12
39,H,F,2,5,10,21,0,2,6
68,H,M,1,2,5,20,0,10,15
44,H,M,4,5,10,20,0,0,15
37,H,F,0,1,10,16,0,0,3
52,U,F,0,1,5,20,0,0,4
53,H,M,0,4,3,25,0,1,3
65,H,M,0,5,10,15,0,11,12
66,H,F,0,7,5,20,0,16,4
55,U,F,0,1,5,20,0,0,12
80,U,F,0,1,5,10,0,0,12
55,H,M,0,1,3,14,0,0,7
65,U,M,0,2,6,20,0,0,10
68,U,F,0,2,5,21,0,0,3
50,H,M,2,5,3,25,0,0,19
69,U,M,0,2,10,20,0,0,14
55,U,F,0,1,5,25,0,0,5
66,H,F,0,4,5,15,0,240,5
55,H,F,0,6,5,13,0,6,3
49,U,F,0,1,20,40,0,0,18
28,U,M,0,1,10,16,0,0,10
49,U,M,0,5,10,20,0,0,6
62,H,F,0,1,10,10,0,0,7
50,H,F,0,6,3,20,0,3,7
79,U,F,0,1,3,10,0,0,4
48,H,M,0,1,5,15,0,1,6
43,H,F,0,5,10,30,0,2,5
80,H,F,0,5,2,7,0,0,4
40,H,M,1,2,4,10,0,5,13
83,H,F,0,6,5,15,0,0,3
83,H,M,0,1,4,20,0,9,5
80,H,F,0,2,5,15,0,3,10
60,U,F,0,1,10,15,0,0,1
75,U,M,0,1,6,31,0,0,21
57,H,M,0,1,5,17,0,0,7
76,H,F,0,1,2,6,0,0,1
78,H,F,0,7,20,20,0,0,2
68,U,F,0,5,5,15,0,0,10
49,U,F,0,3,3,10,0,20,5
46,U,F,0,2,3,12,0,0,8
82,U,F,0,6,2,10,0,2,1
58,H,M,0,1,3,15,0,0,15
82,U,F,0,4,1,5,0,0,11
90,H,F,0,7,4,30,0,0,8
76,H,M,0,2,5,14,0,0,3
61,H,M,0,5,5,36,0,10,6
73,H,F,0,5,10,20,0,1,4
64,H,F,0,1,5,20,0,0,12
54,U,F,0,2,5,25,0,0,14
38,H,F,0,4,5,22,0,0,5
66,H,F,2,7,30,30,0,0,6
53,H,M,0,1,20,20,0,0,3
73,H,M,0,4,7,14,0,1,7
65,H,F,0,1,3,10,0,0,7
58,H,M,0,1,10,50,0,0,0
58,H,M,0,7,15,15,0,0,3
36,H,M,1,7,25,25,0,1,7
68,U,F,0,2,20,20,0,0,10
84,H,F,0,3,2,10,0,6,15
38,H,F,1,4,3,25,0,2,11
50,U,M,1,2,10,20,0,0,4
81,H,M,0,6,5,17,0,0,5
81,H,M,0,1,3,20,0,8,5
51,H,M,0,2,5,10,0,0,23
77,U,M,0,5,15,19,0,12,19
49,H,M,0,4,10,15,0,0,4
93,U,M,0,1,10,75,0,0,6
49,H,F,0,1,5,20,0,0,8
79,H,F,0,2,3,15,0,1,28
39,H,M,0,6,5,15,0,8,3
59,H,F,0,1,10,20,0,0,8
55,H,M,1,7,5,20,0,1,14
46,H,F,1,7,5,10,0,0,9
67,U,F,0,6,10,15,0,13,5
55,H,F,0,1,25,25,0,0,3
88,H,M,0,2,10,20,0,3,8
90,H,F,0,1,3,12,0,6,5
42,H,M,3,6,5,15,0,16,4
54,U,F,0,1,5,11,0,0,6
63,H,F,0,5,20,50,0,0,16
66,H,M,0,1,5,25,0,0,2
49,U,F,0,3,10,15,0,0,8
42,U,M,0,1,3,15,0,0,34
51,U,M,0,4,5,15,0,1,3
84,H,M,0,7,5,25,0,2,4
36,U,F,0,7,1,10,0,22,5
68,H,F,0,1,18,18,0,0,2
93,H,F,0,4,1,6,0,0,10
66,H,M,0,5,10,16,0,0,10
28,U,M,0,3,15,15,0,0,3
36,U,F,1,4,15,15,0,12,4
85,U,F,0,1,5,25,0,0,7
50,U,M,1,2,10,15,0,3,7
75,H,F,0,2,5,16,0,14,5
36,H,F,1,5,3,10,0,0,7
62,U,F,0,2,5,11,0,0,2
51,H,F,0,6,3,15,0,0,5
83,H,F,0,2,5,20,0,2,3
68,H,F,0,2,3,15,0,0,8
88,U,F,0,1,5,30,0,22,5
54,H,M,1,5,10,20,0,6,2
47,H,F,0,2,0.07,25,0,0,5
82,U,M,0,1,5,11,0,0,4
40,H,F,1,5,10,20,0,0,12
59,U,F,0,2,5,25,0,0,4
84,U,F,0,1,5,12,0,13,18
84,H,M,0,1,5,20,0,0,13
46,H,F,0,5,5,20,0,0,4
61,H,F,1,1,16,25,0,0,12
52,H,F,0,7,10,20,0,0,11
65,H,M,0,7,5,40,0,9,14
47,H,F,1,5,5,14,0,12,11
51,U,M,0,1,10,16,0,0,1
46,H,M,0,6,10,16,0,0,6
58,U,F,0,1,20,20,0,0,7
28,U,M,0,1,20,20,0,0,1
73,H,M,0,5,5,15,0,29,6
74,H,F,0,3,5,20,0,0,10
87,U,F,0,1,15,15,0,0,0
83,U,F,0,1,5,30,0,6,14
62,U,F,0,1,0.08,12,0,0,7
67,U,F,0,3,5,10,0,3,5
65,H,M,0,1,5,15,0,0,13
40,H,M,1,5,2,25,0,0,11
54,H,F,0,4,5,15,0,6,6
77,H,M,0,5,2,7,0,0,3
75,H,M,0,4,5,15,0,45,3
44,H,F,0,7,10,20,0,10,5
86,H,M,0,2,10,25,0,1,13
50,H,M,0,1,15,20,0,0,17
66,H,F,0,5,10,15,0,4,11
56,H,M,0,5,10,100,0,0,8
74,U,F,0,2,3,17,0,0,1
79,H,M,0,2,5,12,0,10,7
54,H,F,0,7,10,25,0,0,19
39,H,M,2,6,25,25,0,0,2
64,H,F,0,4,5,25,0,0,12
32,U,F,0,1,3,10,0,0,4
43,H,M,2,7,10,26,0,17,6
63,H,F,0,4,10,20,0,9,10
74,H,M,0,5,5,7,0,0,6
33,U,F,0,1,5,20,0,0,13
59,H,M,0,7,3,50,0,25,5
94,U,F,0,1,5,56,0,1,10
76,U,M,0,1,20,30,0,0,12
85,H,F,0,4,5,20,0,0,16
84,U,M,1,6,5,10,0,0,7
35,H,F,0,4,20,20,0,1,1
64,U,F,0,3,13,25,0,0,9
57,H,M,0,1,10,20,0,0,12
46,U,M,0,1,1,13,0,0,2
47,H,M,0,3,5,20,0,0,12
44,U,F,1,6,18,18,0,1,11
40,H,M,0,1,3,11,0,0,4
76,H,F,0,2,15,100,0,4,14
60,U,M,0,1,2,7,0,0,5
32,H,M,0,4,5,20,0,0,6
36,U,F,0,1,3,7,0,0,0
71,H,F,0,1,10,30,0,0,9
79,H,F,0,2,10,25,0,20,1
60,U,F,0,1,5,20,0,0,6
77,H,M,0,1,5,12,0,0,5
80,U,M,0,1,5,20,0,0,7
44,U,M,0,1,10,10,0,0,6
89,H,M,0,2,5,13,0,8,12
49,H,F,0,6,3,20,0,0,2
60,H,F,0,1,30,30,0,0,9
60,H,M,0,1,5,20,0,0,12
80,H,M,0,2,3,20,0,0,5
38,H,M,1,1,3,20,0,0,2
30,H,M,1,3,5,20,0,1,4
44,U,F,1,6,20,20,0,0,10
46,H,F,0,5,25,25,0,1,9
54,U,F,0,1,5,20,0,0,6
65,U,M,0,1,5,47,0,0,2
86,H,F,0,1,3,20,0,0,12
45,H,M,1,7,5,20,0,3,5
77,U,M,0,1,10,20,0,0,11
74,H,M,0,7,10,17,0,1,7
94,H,F,0,1,5,10,0,0,6
47,H,M,1,4,3,15,0,4,4
58,U,F,0,2,5,11,0,0,6
53,H,M,0,1,2,6,0,0,10
52,H,M,2,5,5,7,0,6,2
38,U,M,0,1,20,27,0,0,7
40,H,F,0,4,10,26,0,1,8
54,U,F,0,2,10,20,0,0,10
34,H,F,0,6,5,20,0,0,7
61,U,F,0,3,10,30,0,0,10
48,U,F,1,2,5,25,0,2,5
50,U,F,0,5,5,7,0,0,6
66,H,F,0,1,3,15,0,0,10
63,U,F,0,1,3,10,0,0,9
71,H,F,0,1,6,16,0,0,2
50,U,F,0,1,15,15,0,0,5
66,H,F,0,5,10,15,0,0,7
64,H,M,0,5,5,11,0,12,10
72,H,F,0,5,5,20,0,25,6
46,U,F,0,5,2,15,0,6,13
59,U,M,0,1,5,15,0,0,28
34,H,F,0,5,9,15,0,0,15
36,H,F,0,5,3,5,0,2,7
91,H,M,0,1,10,18,0,0,13
77,H,F,0,7,3,20,0,12,3
62,U,F,0,2,2.5,10,0,0,3
52,H,M,1,4,5,21,0,4,2
40,H,M,1,5,3,10,0,1,5
39,H,M,0,7,5,15,0,27,3
77,U,M,0,1,5,20,0,0,2
83,H,M,0,6,5,14,0,15,7
58,H,M,0,1,5,20,0,0,4
65,H,M,1,5,5,26,0,1,9
88,H,M,0,1,5,25,0,0,13
79,H,F,0,1,10,50,0,0,31
43,U,F,0,3,2,11,0,2,10
55,H,M,0,7,2,11,0,0,3
62,U,M,0,3,10,12,0,0,5
54,U,F,0,1,5,11,0,0,5
71,U,M,0,1,20,25,0,0,12
80,U,M,0,6,3,15,0,1,1
46,H,F,1,6,3,20,0,2,11
86,H,F,0,1,3,15,0,5,4
50,H,F,0,7,5,50,0,0,8
49,U,M,0,1,5,25,0,0,19
69,H,M,0,4,5,19,0,14,11
47,H,F,0,3,4,17,0,8,3
57,H,F,0,7,3,10,0,3,1
63,U,F,0,6,2,10,0,15,10
53,U,M,0,1,13,15,0,0,16
88,U,M,0,3,2,25,0,0,2
39,H,M,0,4,3,15,0,0,4
42,H,M,0,7,3,10,0,10,3
75,H,F,1,6,15,15,0,25,7
60,U,F,0,1,3,15,0,0,2
52,U,F,0,1,5,10,0,0,9
70,U,M,0,1,5,15,0,0,31
88,U,M,0,3,5,12,0,0,21
79,U,M,0,2,5,25,0,5,5
64,H,F,0,5,2,50,0,0,5
44,H,F,0,1,5,19,0,0,14
52,H,F,1,3,10,20,0,0,13
76,U,M,0,1,1,18,0,0,10
68,H,F,0,1,50,100,0,0,12
68,H,M,1,4,5,8,0,0,4
66,U,F,0,1,3,15,0,0,8
88,H,M,0,2,5,20,0,6,1
59,U,F,0,3,5,17,0,3,5
64,U,F,0,1,5,12,0,0,8
85,H,M,0,4,3,12,0,3,4
55,U,F,0,1,5,12,0,18,20
71,H,F,0,5,5,16,0,10,4
76,H,M,0,5,2,18,0,2,6
59,H,F,0,7,3,33,0,0,34
41,H,M,0,5,5,25,0,11,4
32,H,F,0,6,20,20,0,0,9
52,H,F,0,2,3,30,0,20,14
61,U,M,0,2,5,20,0,0,3
71,H,F,0,2,5,25,0,1,12
43,H,F,0,1,10,15,0,0,2
51,U,F,0,7,5,25,0,6,4
50,H,F,0,2,15,30,0,13,3
53,U,M,0,1,15,18,0,0,5
60,H,M,0,3,5,25,0,0,2
75,H,F,0,4,5,15,0,15,14
76,H,M,0,6,3,14,0,8,8
38,U,F,0,3,5,20,0,0,10
57,H,F,1,4,3,11,0,0,5
67,H,M,0,1,10,12,0,0,3
66,H,M,0,5,3,14,0,2,3
52,U,F,0,1,10,15,0,0,12
84,H,F,0,1,5,25,0,0,11
58,H,F,0,3,5,25,0,25,14
67,H,M,0,1,25,25,0,0,2
45,U,M,0,4,5,15,0,4,6
53,H,F,1,7,5,25,0,8,3
59,U,F,0,1,2,10,0,0,1
61,H,F,0,7,10,12,0,17,6
75,H,M,0,6,10,60,0,2,8
82,H,M,0,3,5,12,0,0,9
38,H,M,0,1,5,25,0,0,19
82,H,M,0,5,5,10,0,0,3
59,U,F,0,3,5,40,0,0,27
46,H,M,1,6,5,10,0,0,23
55,U,F,0,2,5,15,0,0,3
52,H,F,1,6,5,25,0,0,24
82,U,M,0,3,25,100,0,0,22
45,U,F,0,1,10,15,0,0,11
88,U,F,0,1,5,15,0,1,17
74,U,F,0,7,5,40,0,0,4
35,H,M,0,5,5,50,0,0,3
88,H,M,0,2,5,15,0,1,3
54,U,M,0,1,5,21,0,0,3
32,U,M,1,2,10,16,0,0,11
42,H,M,0,4,5,15,0,0,3
80,H,M,0,1,3,5,0,0,8
43,H,F,1,4,10,20,0,0,16
63,U,F,0,1,8,25,0,0,6
51,H,F,0,4,5,15,0,0,15
82,U,M,0,2,3,12,0,0,13
28,H,F,0,7,5,50,0,1,2
43,H,F,0,1,5,20,0,0,4
68,H,F,0,5,5,20,0,4,10
78,U,F,0,1,3,18,0,0,9
50,H,M,0,4,15,15,0,0,5
53,H,M,0,3,5,15,0,0,8
44,H,F,1,5,10,15,0,0,9
71,H,F,0,1,2,10,0,0,16
55,H,F,1,2,8,15,0,6,15
63,H,M,0,2,10,21,0,6,7
66,U,F,0,1,5,10,0,0,4
90,U,F,0,5,10,21,0,0,21
60,H,F,0,2,3,25,0,21,11
66,H,M,0,7,6,10,0,0,8
63,U,F,0,4,10,15,0,2,1
49,H,F,0,5,5,25,0,3,4
50,U,F,0,6,10,50,0,0,10
40,H,F,0,3,5,15,0,3,2
59,H,F,0,4,5,15,0,0,8
50,U,M,0,4,5,15,0,2,10
64,H,F,0,1,15,15,0,0,10
74,U,M,0,2,20,20,0,6,4
34,H,M,0,2,3,10,0,1,1
49,H,M,0,6,10,20,0,10,26
62,U,F,0,1,3,12,0,0,13
31,H,F,1,5,5,22,0,0,6
55,H,M,0,1,15,25,0,0,11
28,H,F,2,5,5,10,0,0,6
58,H,F,0,1,3,55,0,0,5
34,H,F,0,3,10,18,0,0,11
60,H,M,0,5,3,11,0,0,8
38,U,F,1,3,3,12,0,11,1
89,U,F,0,2,1,11,0,0,3
61,H,F,1,4,10,20,0,1,11
89,U,F,0,5,1.5,11,0,0,3
41,H,F,2,3,5,20,0,4,9
61,H,M,0,4,3,10,0,10,2
46,H,M,0,1,15,15,0,0,10
62,H,F,0,1,20,20,0,0,8
41,H,F,1,7,6,11,0,1,2
48,H,F,0,2,3,10,0,0,11
44,U,M,0,1,5,12,0,0,9
60,H,M,0,5,6,30,0,20,12
61,H,F,0,3,3,11,0,0,5
57,H,F,0,1,10,30,0,0,5
71,H,F,0,1,3,77,0,0,5
86,H,M,0,2,3,16,0,2,4
77,H,M,0,1,3,10,0,0,22
73,H,M,0,4,1,10,0,10,4
42,U,F,0,5,5,16,0,0,2
51,H,F,0,4,3,15,0,1,5
65,U,F,0,1,5,15,0,0,10
55,H,M,0,7,5,12,0,0,3
64,H,M,0,4,5,20,0,19,8
37,H,M,0,1,5,20,0,0,11
66,H,M,0,2,15,15,0,0,8
76,U,M,0,1,25,53,0,0,4
55,U,M,0,1,5,20,0,0,7
60,U,M,0,3,3,20,0,1,20
69,U,M,0,3,5,17,0,0,13
74,U,M,0,1,10,15,0,0,11
59,U,M,0,3,8,20,0,0,12
85,U,F,0,1,10,25,0,6,7
97,H,M,0,5,1,10,0,5,2
74,H,M,1,2,15,15,0,1,10
61,U,F,0,1,20,20,0,0,6
70,U,F,0,1,3,20,0,0,3
42,H,M,0,4,5,30,0,1,11
47,H,M,0,7,5,19,0,0,18
77,U,F,0,1,10,25,0,0,3
40,H,M,2,2,5,12,0,8,10
62,U,F,1,3,6,20,0,0,2
74,H,M,0,4,3,10,0,2,4
76,H,M,0,2,5,12,0,9,5
24,H,F,0,4,5,25,0,0,1
70,H,F,1,7,5,16,0,0,10
83,H,M,0,1,2,10,0,13,5
52,H,M,0,5,15,15,0,0,1
81,H,F,0,3,3,10,0,0,1
78,H,M,0,5,5,25,0,0,4
72,U,M,0,1,15,15,0,0,2
82,U,M,0,1,3,12,0,8,14
54,U,M,0,7,5,20,0,0,10
61,U,F,0,2,15,15,0,0,9
80,H,M,0,1,3,14,0,0,11
75,U,F,0,1,15,15,0,0,1
41,H,F,1,5,5,16,0,2,1
74,H,M,2,4,1,15,0,12,10
61,U,M,0,1,3,13,0,0,8
57,H,F,0,7,25,25,0,3,10
44,H,F,0,3,5,30,0,0,3
52,H,F,0,1,5,15,0,0,3
95,H,F,0,1,5,10,0,0,2
34,U,M,0,2,10,15,0,0,14
69,U,F,3,3,15,15,0,0,8
62,H,F,0,3,3,7,0,8,5
46,H,M,1,5,15,100,0,1,3
54,U,F,0,1,5,16,0,0,7
46,H,M,0,3,15,15,0,17,9
58,U,M,0,2,15,20,0,0,28
82,H,M,0,3,5,15,0,1,14
85,H,F,0,2,5,21,0,0,6
72,H,M,1,6,3,15,0,0,10
65,H,F,0,1,2,10,0,0,2
65,H,M,0,1,5,12,0,0,3
82,U,F,0,1,5,10,0,1,3
73,H,M,0,4,3,25,0,0,2
68,U,M,0,1,25,25,0,0,9
74,H,F,0,1,10,16,0,0,11
50,H,F,0,5,1,20,0,16,6
77,H,M,0,3,3,10,0,44,5
41,H,M,2,3,5,10,0,1,4
50,H,F,0,1,3,12,0,0,6
71,U,F,0,1,5,26,0,0,13
70,H,F,0,1,5,10,0,10,3
70,U,F,0,1,3,10,0,0,7
54,U,F,0,1,25,25,0,0,9
65,H,M,0,6,3,16,0,0,19
52,U,M,0,1,10,15,0,1,5
88,H,F,0,1,1,5,0,0,11
66,H,F,0,4,28,28,0,0,9
58,U,F,0,1,10,16,0,0,12
34,H,M,0,7,10,60,0,1,12
42,H,F,2,7,6,12,0,0,7
32,H,F,3,3,3,15,0,0,12
65,H,M,0,1,25,25,0,14,1
74,H,M,0,2,5,10,0,0,6
59,H,M,0,5,3,30,0,14,14
65,H,M,0,1,5,15,0,0,13
50,U,F,0,1,3,15,0,0,5
38,H,M,2,4,5,10,0,2,4
44,H,F,0,5,5,20,0,0,10
44,H,F,0,4,5,15,0,0,3
48,H,M,2,5,2,10,0,1,4
82,U,F,0,1,6,16,0,7,6
81,H,M,0,6,10,20,0,19,5
58,H,M,0,5,5,20,0,27,2
65,H,M,0,1,15,15,0,0,6
84,H,M,0,3,10,20,0,30,8
72,H,M,0,1,3,8,0,0,5
75,U,F,0,5,5,12,0,1,3
80,U,M,0,3,5,10,0,7,5
55,H,M,0,7,5,20,0,15,2
64,H,F,0,5,5,10,0,0,3
78,H,F,0,1,10,10,0,0,5
64,H,F,2,6,3,6,0,0,3
87,H,M,0,5,3,15,0,6,7
50,U,M,0,4,5,20,0,0,10
37,H,F,0,4,6,30,0,0,3
63,U,F,0,1,15,15,0,0,6
55,H,M,0,5,5,10,0,4,7
52,H,M,2,4,3,5,0,0,2
42,H,F,0,7,5,16,0,0,1
78,U,F,0,1,5,25,0,0,13
88,H,F,0,4,5,25,0,2,7
66,U,M,0,4,5,20,0,31,11
72,U,M,0,2,15,15,0,34,9
57,H,F,0,5,5,25,0,1,2
76,H,F,0,7,3,10,0,0,8
46,H,F,1,4,5,15,0,3,12
71,U,M,0,4,5,12,0,0,24
75,H,M,0,7,5,25,0,12,9
67,U,M,0,1,3,18,0,0,7
50,U,M,0,2,10,15,0,2,11
43,H,M,0,6,5,10,0,22,3
42,H,F,1,4,2,5,0,7,3
